clean_text,emotion_label,stress_label
iya benar suasana hati banget pagi ini dengar kabar jimin perjalanan ke tempat kerja senyum terus sambil dengar lagu bangtan memberi tau bapak di jalan juga saya ramah banget anjir,happy,0.2
orang itu bikin emosi banget sih sendiri,angry,0.9
untung saja benar jadi tidak malu memalukan,happy,0.06
yang sedang saya alami kemarin saya ada hubungan sama seseorang tahun aku sama dia kita sudah sama sama dewasa saya berusaha finansial tetapi dia malah santai kayak tidak pikir bagaimana caranya saya sabar telaten sama dia tetapi dia seenaknya saja,angry,0.87
kehilangan semangat buat kenapa apa sih pas perjalanan,sad,0.7
harinih nak pergi sekolahkan lawyer bodoh yang menyusahkan customer haritu sudah sign paperworks semua alih dia kata document silap print and i pula kena all the way pergi sign balik firma bodoh itu langsung tak mau bertanggung jawab even datang half way tapi meet client,angry,0.94
tapi gaji guru dan itu honorer masih jauh dari sejahtera kerja harus penuh bagaimana suruh pindah saja dari jabar,neutral,0.38
akhirnya tugas selesai juga lega banget sumpah di kampus sama dia,happy,0.22
memang tidak tau malu manusia satu ini mau marah tapi tidak bisa,sad,0.53
b meskipun hype banget tapi kalau aku tidak terlalu suka sama alurnya ya tidak aku tonton kadang malas gerak juga buat menonton jadi cuma spoiler saja jadi tau ceritanya meskipun tidak menonton,neutral,0.3
mental kamu itu miskin banget anjing literan ke giliran kamu butuh baru koar koar benci banget sudah saya kalau begini,angry,0.93
merasa sendirian akhir akhir ini sumpah bareng teman sama keluarga,sad,0.72
geram banget sama pelayanan tadi dari tadi kepikiran bareng teman sama dia,angry,0.93
akhirnya tugas selesai juga lega banget dari tadi kepikiran di kampus sama keluarga,happy,0.26
makan favorit hari ini bikin bahagia banget pas perjalanan,happy,0.12
happy birthday tamaa semoga bahagia selalu ya,happy,0.05
mau tau promonya dong sapiens sama sepi itu jadi berapa ya,neutral,0.33
sedih harus ppg dulu,sad,0.72
lelah menghadapi orang yang egois tapi ya sudahlah di rumah sama teman kantor,angry,0.68
cara jitu lepas dari tanggung jawab saya kaget,neutral,0.24
kasih semangat dong moots,happy,0.06
pagiku tidak semangat karena belum disun sayang,sad,0.7
takut kalau hasilnya jelek jujur saja di kampus sama dia,anxious,0.87
takut gagal di presentasi besok agak random sih di kampus sama teman kantor,anxious,0.72
kenapa sih harus bikin masalah terus tapi ya sudahlah di kantor sama dia,angry,0.93
akhir akhir ini cemas terus dan kepikiran terus pas perjalanan sama dia,anxious,0.81
lebih nyaman sendiri sebenarnya karena tidak menyusahkan orang lain cuma kadang suka pikir masa sama sendiri terus memang aku tidak se worth itu itu tes tes menangis,sad,0.62
betuul aku suka di lini masa tapi ingin di direct message juga cuma monoton banget kalau di direct message makanya aku suka ghosting,neutral,0.39
terima kasih ya sudah bikin hariku lebih baik banget di kampus,happy,0.08
kak semoga semuanya baik baik saja ya jangan lupa makan yang enak dan dengarkan musik yang bikin tenang supaya keadaannya sedikit membaik semangat,happy,0.16
hari ini produktif dan suasana hati bagus serius di kampus sendiri,happy,0.17
rasanya gugup terus hari ini tadi pagi sama teman kantor,anxious,0.79
okok gue tak tau kabar covid bagaimana sih sekarang,neutral,0.31
ada saja berita sedih dan sekarang syukur ada berita senang sehat terus kak ji,sad,0.79
saya kaget banget,anxious,0.85
enak enggak sih dibegitukan,neutral,0.35
lelah sih tapi puas hasilnya bagus tapi ya sudahlah waktu malam sendiri,happy,0.11
akhir akhir ini cemas terus lucu sama dia,anxious,0.8
ajhshs sedih banget sampai menangis,sad,0.51
kehilangan semangat buat kenapa apa jujur saja bareng teman sama keluarga,sad,0.57
lelah sama keadaan sekarang di kampus sama keluarga,sad,0.78
selalu menjadi piala dalam keluarga walau kadang harus jatuh ke bawah untuk sementara tetap semangat mafa,happy,0.01
akhir akhir ini cemas terus banget asli sama keluarga,anxious,0.77
lucu menurut saya itu adalah wilayahnya presiden dewan perwakilan rakyat dan majelis permusyawaratan rakyat bukan gubernur kalau begitu artinya gubernur memiliki wewenang untuk menyatakan diri merdeka dikasih yang bodoh artinya pemindahan ibu kota tidak pernah memikirkan nasib jakarta selanjutnya mau dijadikan apa,angry,0.96
woohh boleh itu caakk labu siam kan yang ukuran normal atau yang buat lalapan biasanya kamu,neutral,0.33
kecewa banget sama hasilnya agak random sih pas perjalanan sama teman kantor,sad,0.6
pantas ya waktu hari kamis wajah ell itu kayak lemas terus matanya berkaca kaca gue kira lagi sedih tetapi gue kalau sakit suka begitu juga sih menangis ingin sembuh hiks,sad,0.55
bahagia melihat tanda kehidupan,happy,0.18
luar biasa,neutral,0.39
aku juga sedih,sad,0.64
panik bnggett mana saya pemalu lagi adhh,anxious,0.88
pagi bang sarapan bubur ayam enak nih bang,happy,0.06
rasanya gugup terus hari ini tapi ya sudahlah di rumah sama dia,anxious,0.87
bukan benci lebih tepatnya kecewa kemarin sih tidak sekarang iya hari esok ya tidak tau tapi biasanya kecewa itu terbawa sampai kapanpun sih jadi ya silakan bawa semua barang barang mu ambil kembali sisa sisa kehadiran mu agar yang tersisa hanyalah kisah mu saja,sad,0.68
rasanya gugup terus hari ini serius waktu malam sama keluarga,anxious,0.91
kamu masih saja seperti anak anak bagiku balas dendam adalah segalanya kalau dendamku bisa terbalaskan sasuke tapi naruto,neutral,0.24
telah tertulis dalam hikmah sesungguhnya dari sifat malu itu terdapat ketenangan dan ketentraman hari bukhari,neutral,0.22
anxious banget sebelum meeting tadi hari ini bareng teman sama teman kantor,anxious,0.84
tentu saja tidak ada,neutral,0.25
khawatir sama kondisi sekarang jujur saja bareng teman,anxious,0.88
hai kak ria aku baru selesai baca reksa arisa dan ceritanya bagus banget kak ria keren banget sudah buat cerita sebagus ini terima kasih banyak kak dan maaf ya aku sebenarnya bingung mau mengetik nya takut ada salah kata semoga kak ria bahagia dan sehat sehat terus ya kak ria,happy,0.02
akhirnya lolos interview kerja banget asli tadi pagi sama dia,happy,0.25
ih tolol,angry,0.98
jika kamu merasa sepi apalagi saat berada dalam proses berbenah diri tak mengapa bukan mereka yang menjauh tetapi dirimulah yang sedang memfilter siapakah orang orang yang layak hidup bersamamu,neutral,0.3
hanya karena pernah terluka tak berarti kamu harus takut mencinta ada seseorang yang tepat untukmu di luar sana,anxious,0.76
kesal banget hari ini banget asli di kampus sama teman kantor,angry,0.79
bangun demger kabar jimim sembuh itu bahagianya,happy,0.1
masih susah pindah on dari kejadian itu banget waktu malam sama teman kantor,sad,0.62
rasanya sedih banget akhir akhir ini banget di kampus,sad,0.71
aku cuma ingin istirahat sebentar padahal sudah coba santai di rumah sama keluarga,sad,0.82
he mana mungkin secara peringkat federation of international football association saja jauh mentok palingan divisi eropa atau mungkin trial bulan,neutral,0.35
takut gagal di presentasi besok jujur saja di rumah sama dia,anxious,0.97
kecewa banget sama hasilnya padahal sudah coba santai pas perjalanan sama teman kantor,sad,0.83
hari ini berat banget dijalani sumpah tadi pagi,sad,0.75
kehilangan semangat buat kenapa apa banget di kampus,sad,0.59
anxious banget sebelum meeting tadi agak random sih pas perjalanan sendiri,anxious,0.91
akhir akhir ini cemas terus padahal sudah coba santai pas perjalanan sama keluarga,anxious,0.77
takut gagal di presentasi besok padahal sudah coba santai tadi pagi sendiri,anxious,0.76
minum air panas tapi yang kadar panasnya kira kira jadi benar benar ngeredain gatal untuk obat aku kalau batuk seminggu lebih baru biasa ke dokter jadi tidak berani menyarankan obat,neutral,0.38
makan favorit hari ini bikin bahagia banget bareng teman sama teman kantor,happy,0.1
mvs sudah menonton kesekian kali dan masih tetap mewek recommended buat yang lagi mau menonton yang sedih sedih,sad,0.56
kehilangan semangat buat kenapa apa lucu di kantor sama teman kantor,sad,0.81
sudah sabar tapi masih dibohongi dan kepikiran terus tadi pagi sama teman kantor,angry,0.66
perbuatan salah adalah biasa bagi manusia tapi perbuatan pura pura itulah sebenarnya yang mnimbulkan permusuhan dan pengkhianatan,neutral,0.36
semangat kak,happy,0.11
akhir akhir ini cemas terus sih tadi pagi sama keluarga,anxious,0.93
sip kak kalau begitu bisa ikuti semua si ke giveaway yang ada di caption postingannya ya semangat terus mc,happy,0.01
awokwok mau nge babu dulu sebelum kena marah emak,happy,0.19
geram banget sama pelayanan tadi tapi ya sudahlah pas perjalanan sama dia,angry,0.89
lelah mencari kerja mencari judul ta masalah di rumah ditambah diputus pacar lucu murung beberapa hari di kostan tetapi ada my bestie yang selalu bilang begini alhamdulillah sekarang sudah dapat pekerjaan yang benar benar aku ingin dan lupa sama kesedihan sebelumnya,happy,0.09
hari ini berat banget dijalani tapi ya sudahlah di rumah sama keluarga,sad,0.59
semangat nge ba,happy,0.0
apa bedanya coba awal chat huruf kapital apa tidak sahabat kamu kok tolol,angry,0.98
cemas memikirkan masa depan serius pas perjalanan sama keluarga,anxious,0.96
khawatir sama kondisi sekarang padahal sudah coba santai waktu malam sama teman kantor,anxious,0.9
masa bodoh sama virus maksudnya,neutral,0.34
kalau tidak punya siapa sih bodoamat ya adanya lini masa sepi sih join agency lucu,neutral,0.32
fokus saja di satu bidang hingga benar benar mahir yang akan membawa kepada kesuksesan untuk informasi konsultasi pelatihan hubungi permatagroups partner your business tel wa,neutral,0.29
karena motivator terbaik adalah dendam,neutral,0.27
merasa sendirian akhir akhir ini dan kepikiran terus waktu malam,sad,0.79
sejak kita mengenal dunia orang tua mengajarkan kita tertawa namun sekarang kita sudah dewasa sering lupa membuat mereka tersenyum bahagia,happy,0.06
rasanya sedih banget akhir akhir ini banget asli sama dia,sad,0.59
vkf biasa saja dong kak te atap nya,neutral,0.21
akhirnya tugas selesai juga lega banget sih di rumah sama dia,happy,0.29
sedih aku itu melihatnya,sad,0.79
mau dong mutualan akun baru menetes masih sepi banget,sad,0.54
khawatir sama kondisi sekarang lucu bareng teman sama keluarga,anxious,0.72
orang itu bikin emosi banget sih sendiri,angry,0.9
tidak apa apa ya semangat juga buat hari ini,happy,0.04
tidak mengapa untuk mengaku sedang tak baik saja,neutral,0.4
marah,angry,0.87
semangat juga sayang,happy,0.2
takut editannya,anxious,0.85
ermm macam berat je ilmu nih takut tak tercapai sebab tak ada ilmu persilatan,anxious,0.72
rasanya gugup terus hari ini pas perjalanan,anxious,0.94
hari ini berat banget dijalani tapi ya sudahlah di kampus sendiri,sad,0.71
pindah alhamdulillah tidak jadi pindah juga alhamdillah tidak ada pengaruhnya pada saya tetap mencari rejeki sendiri yang halal untuk keluarga tanpa harus mengiba menjilat mengadu domba antar sesama anak bangsa pesan simbah saya ojek online ela kamu ojek online gumunan ojek online mematikan rezekinya orang lain,neutral,0.37
hari ini berat banget dijalani jujur saja di rumah sama dia,sad,0.58
malam ini kepikiran terus jadi sedih agak random sih sama keluarga,sad,0.63
aku takut nak baca thread nih aku yang belum pregnant pun sudah takut,anxious,0.73
kenapa sih harus bikin masalah terus jujur saja tadi pagi,angry,0.82
jika kamu tertawa kamu akan bahagia walau di saat sedih apapun,neutral,0.29
sayangnya kanra masih belum puas,sad,0.64
hore ada kabar baik pagi ini love kamu jiminie,happy,0.01
malam ini kepikiran terus jadi sedih lucu di kantor sama dia,sad,0.66
sepi,neutral,0.23
lelah sama keadaan sekarang tadi pagi,sad,0.55
takut kok sama sky ancem saja gajinya bunda potong bulan depan diam pasti keki dengarnya,angry,0.88
yang ngehoax itu kalian dan media kok menyalahkan ridwan kamil lawak banget yang jadi permasalahan itu patung garuda yang t bukan keseluruhan istana negara baca baca makanya biar tidak termakan hoaks terus sama saja kayak kaum sebelah kalian suka hoaks idiot amat jadi manusia,angry,0.91
cemas memikirkan masa depan serius di rumah sama keluarga,anxious,0.93
kesal banget hari ini sumpah bareng teman sama keluarga,angry,0.65
kecewa banget sama hasilnya tadi pagi sendiri,sad,0.8
guye aku lagi sedih banget kucing aku satu meninggal,sad,0.68
sekarang gue tidak berani lagi menonton sendiri di bioskop padahal dulu biasa biasa saja kenapa ya,anxious,0.8
terima kasih ya sudah bikin hariku lebih baik sih di kantor sama teman kantor,happy,0.08
ada yang salah dalam formal apalagi informal saya sendiri mengalami dua kali musibah tidak dibantu tai malah dijarah bahwa sebagian diberikn itu biasa tetapi ini rampok vulgar tidak pakai pikir di atas kesedihan orang lain,neutral,0.22
anxious banget sebelum meeting tadi hari ini sama dia,anxious,0.97
masih susah pindah on dari kejadian itu jujur saja di kampus sama teman kantor,sad,0.57
libra salah diartiin php mulu padahal behaviournya saja yang suka bikin nyaman orang sekitarnya,neutral,0.29
dan ffvii juga saya suka banget dengan konsep sekolah magic soldier di game ini dan battle antar sekolah pertama kalinya cutscene battle squall lawan seifer memikat jutaan player i hate rinoa jauh sebelum harry potter rilis,happy,0.06
aku sedih diputus pacar katanya aku sudah tidak tampan tidak mapan aku harus bilang apa akurapopo,sad,0.54
menteri badan usaha milik negara erick thohir menggagas energi tani et yang bertujuan membumikan semangat bertani kepada masyarakat agar bisa menghasilkan produk produk pertanian secara mandiri,neutral,0.4
khawatir sama kondisi sekarang jujur saja bareng teman,anxious,0.88
lucu he iya kak benar daripada sakit hati lebih baik pindah ke t lain kan masih banyak itu di bali t yang bisa lebih menghargai turis yang liburan ke bali karena sekarang juga di bali sepi banget dan hampir semua di pemutusan hubungan kerja dan gulung tikar jadi masih ada turis lokal pun syukurnya meminta ampun,sad,0.76
rasanya gugup terus hari ini agak random sih di kampus sendiri,anxious,0.83
balas dendam terbaik adalah menjadikan dirimu lebih baik ali bin abi thalib,neutral,0.26
fess ini es krim enak banget tetapi kok sekarang susah ya carinya sender sedih nih,sad,0.62
deg degan menunggu hasil pengumuman serius pas perjalanan sendiri,anxious,0.71
baru kemarin ketemu spesies yang begini mana dia berbicara dibesarin lagi suaranya sampai sekelas dengar aku balas lah emosi kali aku wak,angry,0.93
lelah sama keadaan sekarang dan kepikiran terus tadi pagi sendiri,sad,0.72
chris wilder namun malam ini adalah soal malam luar biasa untuk klub sepak bola ini dan mengapa penggemar di seluruh dunia menikmati piala fa tidak ada perasaan yang lebih baik daripada memenangi laga piala fa di old trafford pada jumat malam seperti ini,neutral,0.3
kehilangan semangat buat kenapa apa sih tadi pagi sendiri,sad,0.82
jangan marah ih jadi takut di makan nih,anxious,0.75
lelah sama keadaan sekarang lucu pas perjalanan sama keluarga,sad,0.79
nanti kalau di sadap balik marah ups,angry,0.9
rasanya kosong saja hari ini dan kepikiran terus di rumah sama keluarga,sad,0.73
kadang juga di kasih target yang lebih tinggi dengan adendum siap resign atau mengundurkan diri dengan suka rela tanpa tuntutan apapn kepada perusaahaan kalau tidak bisa mencapai target dari peeusahaan dan itu ditandatangani di atas materai,neutral,0.21
kayak enak saja empuk banget,happy,0.05
pagii twit selamat awali sabtu dengan semangat menggebu awali aktivitas dengan berdoa grafik covid kelihatannya meninggi stay aman jangan lupa tetap jaga prokes ya,neutral,0.27
sudah sabar tapi masih dibohongi serius,angry,0.9
naik mobil yang disopirin bapakku ekstrem banget mentang jalan papua sepi kecepatannya selalu di atas rasanya kayak diajak mati,anxious,0.79
emosi lihat komentar orang tadi jujur saja tadi pagi sendiri,angry,0.71
