text,emotion_label,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,emotion_id
"angin malam terus menyapa, mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum.",sad,angin malam terus menyapa mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum,"angin malam terus menyapa, mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum.","angin malam terus menyapa, mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum.","['angin', 'malam', 'terus', 'menyapa', ',', 'mencengkam', 'rasa', 'sepi', 'ini', 'tersenyum', 'diri', 'ini', 'dibuatnya', 'teringat', 'manik', 'indah', 'dirinya', 'saat', 'menatap', 'dengan', 'senyum', '.']","['angin', 'malam', 'menyapa', ',', 'mencengkam', 'sepi', 'tersenyum', 'manik', 'indah', 'menatap', 'senyum', '.']","angin malam menyapa , mencengkam sepi tersenyum manik indah menatap senyum .",4
"setiap pesan yang kamu mulai, menciptakan secercah harapan",neutral,setiap pesan yang kamu mulai menciptakan secercah harapan,"setiap pesan yang kamu mulai, menciptakan secercah harapan","setiap pesan yang kamu mulai, menciptakan secercah harapan","['setiap', 'pesan', 'yang', 'kamu', 'mulai', ',', 'menciptakan', 'secercah', 'harapan']","['pesan', ',', 'menciptakan', 'secercah', 'harapan']","pesan , menciptakan secercah harapan",3
takut lah tgk draw gp b ni ya allah,fear,takut lah tgk draw gp b ni ya allah,takut lah tgk draw gp b ni ya allah,takut lah tgk draw gp b ini iya allah,"['takut', 'lah', 'tgk', 'draw', 'gp', 'b', 'ini', 'iya', 'allah']","['takut', 'tgk', 'draw', 'gp', 'b', 'allah']",takut tgk draw gp b allah,1
saya kecewa dengan keputusan tsb,sad,saya kecewa dengan keputusan tsb,saya kecewa dengan keputusan tsb,saya kecewa dengan keputusan tsb,"['saya', 'kecewa', 'dengan', 'keputusan', 'tsb']","['kecewa', 'keputusan', 'tsb']",kecewa keputusan tsb,4
Aku puas karena pas diterima magang,happy,Aku puas karena pas diterima magang,aku puas karena pas diterima magang,aku puas karena pas diterima magang,"['aku', 'puas', 'karena', 'pas', 'diterima', 'magang']","['puas', 'pas', 'diterima', 'magang']",puas pas diterima magang,2
"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",angry,hebatnya indonesia  gak cuman pemilunya saja tes covid pun juga begitu,"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?","hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?","['hebatnya', 'indonesia', '..', 'gak', 'cuman', 'pemilunya', 'saja', ',', 'tes', 'covid', 'pun', 'juga', 'begitu', '!', '?', '!', '?']","['hebatnya', 'indonesia', '..', 'cuman', 'pemilunya', ',', 'tes', 'covid', '!', '?', '!', '?']","hebatnya indonesia .. cuman pemilunya , tes covid ! ? ! ?",0
"Ga ada hal spesial, edit dokumen",neutral,Ga ada hal spesial edit dokumen,"ga ada hal spesial, edit dokumen","ga ada hal spesial, edit dokumen","['ga', 'ada', 'hal', 'spesial', ',', 'edit', 'dokumen']","['spesial', ',', 'edit', 'dokumen']","spesial , edit dokumen",3
Jujur agak cemas karena ada gempa kecil tadi rasanya ga tenang,fear,Jujur agak cemas karena ada gempa kecil tadi rasanya ga tenang,jujur agak cemas karena ada gempa kecil tadi rasanya ga tenang,jujur agak cemas karena ada gempa kecil tadi rasanya ga tenang,"['jujur', 'agak', 'cemas', 'karena', 'ada', 'gempa', 'kecil', 'tadi', 'rasanya', 'ga', 'tenang']","['jujur', 'cemas', 'gempa', 'tenang']",jujur cemas gempa tenang,1
Tadi malam karena data project hilang aku jadi overthinking terus,fear,Tadi malam karena data project hilang aku jadi overthinking terus,tadi malam karena data project hilang aku jadi overthinking terus,tadi malam karena data project hilang aku jadi overthinking terus,"['tadi', 'malam', 'karena', 'data', 'project', 'hilang', 'aku', 'jadi', 'overthinking', 'terus']","['malam', 'data', 'project', 'hilang', 'overthinking']",malam data project hilang overthinking,1
Tadi siang pas client ubah requirement mendadak dan bikin stres banget,angry,Tadi siang pas client ubah requirement mendadak dan bikin stres banget,tadi siang pas client ubah requirement mendadak dan bikin stres banget,tadi siang pas client ubah requirement mendadak dan bikin stres banget,"['tadi', 'siang', 'pas', 'client', 'ubah', 'requirement', 'mendadak', 'dan', 'bikin', 'stres', 'banget']","['siang', 'pas', 'client', 'ubah', 'requirement', 'mendadak', 'bikin', 'stres', 'banget']",siang pas client ubah requirement mendadak bikin stres banget,0
enak dong,happy,enak dong,enak dong,enak dong,"['enak', 'dong']",['enak'],enak,2
Mood lagi bagus project selesai tepat waktu meski kemarin sempat capek,happy,Mood lagi bagus project selesai tepat waktu meski kemarin sempat capek,mood lagi bagus project selesai tepat waktu meski kemarin sempat capek,mood lagi bagus project selesai tepat waktu meski kemarin sempat capek,"['mood', 'lagi', 'bagus', 'project', 'selesai', 'tepat', 'waktu', 'meski', 'kemarin', 'sempat', 'capek']","['mood', 'bagus', 'project', 'selesai', 'kemarin', 'capek']",mood bagus project selesai kemarin capek,2
Kesel banget jalan macet total aku jadi susah tenang,angry,Kesel banget jalan macet total aku jadi susah tenang,kesel banget jalan macet total aku jadi susah tenang,kesel banget jalan macet total aku jadi susah tenang,"['kesel', 'banget', 'jalan', 'macet', 'total', 'aku', 'jadi', 'susah', 'tenang']","['kesel', 'banget', 'jalan', 'macet', 'total', 'susah', 'tenang']",kesel banget jalan macet total susah tenang,0
Ga nyangka pas presentasi lancar jadi semangat lagi,happy,Ga nyangka pas presentasi lancar jadi semangat lagi,ga nyangka pas presentasi lancar jadi semangat lagi,ga nyangka pas presentasi lancar jadi semangat lagi,"['ga', 'nyangka', 'pas', 'presentasi', 'lancar', 'jadi', 'semangat', 'lagi']","['nyangka', 'pas', 'presentasi', 'lancar', 'semangat']",nyangka pas presentasi lancar semangat,2
Mood langsung rusak ada yang nyalahin tanpa cek fakta,angry,Mood langsung rusak ada yang nyalahin tanpa cek fakta,mood langsung rusak ada yang nyalahin tanpa cek fakta,mood langsung rusak ada yang nyalahin tanpa cek fakta,"['mood', 'langsung', 'rusak', 'ada', 'yang', 'nyalahin', 'tanpa', 'cek', 'fakta']","['mood', 'langsung', 'rusak', 'nyalahin', 'cek', 'fakta']",mood langsung rusak nyalahin cek fakta,0
Sekarang lagi karena cek email kantor lalu lanjut aktivitas lagi,neutral,Sekarang lagi karena cek email kantor lalu lanjut aktivitas lagi,sekarang lagi karena cek email kantor lalu lanjut aktivitas lagi,sekarang lagi karena cek email kantor lalu lanjut aktivitas lagi,"['sekarang', 'lagi', 'karena', 'cek', 'email', 'kantor', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['cek', 'email', 'kantor', 'aktivitas']",cek email kantor aktivitas,3
gua nyerah joki aja kali ya tugas poem ya allah kenapa aku bego b ing,angry,gua nyerah joki aja kali ya tugas poem ya allah kenapa aku bego b ing,gua nyerah joki aja kali ya tugas poem ya allah kenapa aku bego b ing,saya nyerah joki saja kali iya tugas poem iya allah kenapa aku bego b ing,"['saya', 'nyerah', 'joki', 'saja', 'kali', 'iya', 'tugas', 'poem', 'iya', 'allah', 'kenapa', 'aku', 'bego', 'b', 'ing']","['nyerah', 'joki', 'kali', 'tugas', 'poem', 'allah', 'bego', 'b', 'ing']",nyerah joki kali tugas poem allah bego b ing,0
Barusan pas masak sederhana kayak hari biasa aja,neutral,Barusan pas masak sederhana kayak hari biasa aja,barusan pas masak sederhana kayak hari biasa aja,barusan pas masak sederhana kayak hari biasa saja,"['barusan', 'pas', 'masak', 'sederhana', 'kayak', 'hari', 'biasa', 'saja']","['barusan', 'pas', 'masak', 'sederhana', 'kayak']",barusan pas masak sederhana kayak,3
"ada ga sih cewe yang tulus ke aku, takut patah hati",fear,ada ga sih cewe yang tulus ke aku takut patah hati,"ada ga sih cewe yang tulus ke aku, takut patah hati","ada ga sih cewek yang tulus ke aku, takut patah hati","['ada', 'ga', 'sih', 'cewek', 'yang', 'tulus', 'ke', 'aku', ',', 'takut', 'patah', 'hati']","['cewek', 'tulus', ',', 'takut', 'patah', 'hati']","cewek tulus , takut patah hati",1
Aku khawatir nilai jelek keluar minggu depan seharian jadi kepikiran,fear,Aku khawatir nilai jelek keluar minggu depan seharian jadi kepikiran,aku khawatir nilai jelek keluar minggu depan seharian jadi kepikiran,aku khawatir nilai jelek keluar minggu depan seharian jadi terpikirkan,"['aku', 'khawatir', 'nilai', 'jelek', 'keluar', 'minggu', 'depan', 'seharian', 'jadi', 'terpikirkan']","['khawatir', 'nilai', 'jelek', 'minggu', 'seharian', 'terpikirkan']",khawatir nilai jelek minggu seharian terpikirkan,1
Aku marah karena akun tiba-tiba logout,angry,Aku marah karena akun tibatiba logout,aku marah karena akun tiba-tiba logout,aku marah karena akun tiba-tiba logout,"['aku', 'marah', 'karena', 'akun', 'tiba-tiba', 'logout']","['marah', 'akun', 'logout']",marah akun logout,0
Aku jadi kepikiran deadline makin dekat aku jadi overthinking terus,fear,Aku jadi kepikiran deadline makin dekat aku jadi overthinking terus,aku jadi kepikiran deadline makin dekat aku jadi overthinking terus,aku jadi terpikirkan deadline makin dekat aku jadi overthinking terus,"['aku', 'jadi', 'terpikirkan', 'deadline', 'makin', 'dekat', 'aku', 'jadi', 'overthinking', 'terus']","['terpikirkan', 'deadline', 'overthinking']",terpikirkan deadline overthinking,1
Perasaan ga enak AI menggantikan pekerjaan,fear,Perasaan ga enak AI menggantikan pekerjaan,perasaan ga enak ai menggantikan pekerjaan,perasaan ga enak ai menggantikan pekerjaan,"['perasaan', 'ga', 'enak', 'ai', 'menggantikan', 'pekerjaan']","['perasaan', 'enak', 'ai', 'menggantikan', 'pekerjaan']",perasaan enak ai menggantikan pekerjaan,1
Weekend ini pas nonton youtube lalu lanjut aktivitas lagi,neutral,Weekend ini pas nonton youtube lalu lanjut aktivitas lagi,weekend ini pas nonton youtube lalu lanjut aktivitas lagi,weekend ini pas nonton youtube lalu lanjut aktivitas lagi,"['weekend', 'ini', 'pas', 'nonton', 'youtube', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['weekend', 'pas', 'nonton', 'youtube', 'aktivitas']",weekend pas nonton youtube aktivitas,3
ihh kok marah marah sihh,angry,ihh kok marah marah sihh,ihh kok marah marah sihh,ihh kok marah marah sihh,"['ihh', 'kok', 'marah', 'marah', 'sihh']","['ihh', 'marah', 'marah', 'sihh']",ihh marah marah sihh,0
Aku beneran kesel jalan macet total,angry,Aku beneran kesel jalan macet total,aku beneran kesel jalan macet total,aku beneran kesel jalan macet total,"['aku', 'beneran', 'kesel', 'jalan', 'macet', 'total']","['beneran', 'kesel', 'jalan', 'macet', 'total']",beneran kesel jalan macet total,0
kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,happy,kabar bahagia terus dari kemarin mudahmudahan bisa sehat terus semuaa,kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,kabar bahagia terus dari kemarin. mudah-mudahan bisa sehat terus semuaa,"['kabar', 'bahagia', 'terus', 'dari', 'kemarin', '.', 'mudah-mudahan', 'bisa', 'sehat', 'terus', 'semuaa']","['kabar', 'bahagia', 'kemarin', '.', 'mudah-mudahan', 'sehat', 'semuaa']",kabar bahagia kemarin . mudah-mudahan sehat semuaa,2
Hari ini pas jalan sore lalu lanjut aktivitas lagi,neutral,Hari ini pas jalan sore lalu lanjut aktivitas lagi,hari ini pas jalan sore lalu lanjut aktivitas lagi,hari ini pas jalan sore lalu lanjut aktivitas lagi,"['hari', 'ini', 'pas', 'jalan', 'sore', 'lalu', 'lanjut', 'aktivitas', 'lagi']","['pas', 'jalan', 'sore', 'aktivitas']",pas jalan sore aktivitas,3
"Aku panik karena, takut ga lolos seleksi rasanya ga tenang",fear,Aku panik karena takut ga lolos seleksi rasanya ga tenang,"aku panik karena, takut ga lolos seleksi rasanya ga tenang","aku panik karena, takut ga lolos seleksi rasanya ga tenang","['aku', 'panik', 'karena', ',', 'takut', 'ga', 'lolos', 'seleksi', 'rasanya', 'ga', 'tenang']","['panik', ',', 'takut', 'lolos', 'seleksi', 'tenang']","panik , takut lolos seleksi tenang",1
Gila sih pesanan datang salah jadi pengen marah-marah,angry,Gila sih pesanan datang salah jadi pengen marahmarah,gila sih pesanan datang salah jadi pengen marah-marah,gila sih pesanan datang salah jadi pengen marah-marah,"['gila', 'sih', 'pesanan', 'datang', 'salah', 'jadi', 'pengen', 'marah-marah']","['gila', 'pesanan', 'salah', 'pengen', 'marah-marah']",gila pesanan salah pengen marah-marah,0
"Barusan, diterima magang aku jadi makin termotivasi",happy,Barusan diterima magang aku jadi makin termotivasi,"barusan, diterima magang aku jadi makin termotivasi","barusan, diterima magang aku jadi makin termotivasi","['barusan', ',', 'diterima', 'magang', 'aku', 'jadi', 'makin', 'termotivasi']","['barusan', ',', 'diterima', 'magang', 'termotivasi']","barusan , diterima magang termotivasi",2
Ga nyangka karena dapat pelanggan baru aku jadi makin termotivasi,happy,Ga nyangka karena dapat pelanggan baru aku jadi makin termotivasi,ga nyangka karena dapat pelanggan baru aku jadi makin termotivasi,ga nyangka karena dapat pelanggan baru aku jadi makin termotivasi,"['ga', 'nyangka', 'karena', 'dapat', 'pelanggan', 'baru', 'aku', 'jadi', 'makin', 'termotivasi']","['nyangka', 'pelanggan', 'termotivasi']",nyangka pelanggan termotivasi,2
"Mood lagi bagus, berhasil push rank aku jadi lebih percaya diri",happy,Mood lagi bagus berhasil push rank aku jadi lebih percaya diri,"mood lagi bagus, berhasil push rank aku jadi lebih percaya diri","mood lagi bagus, berhasil push rank aku jadi lebih percaya diri","['mood', 'lagi', 'bagus', ',', 'berhasil', 'push', 'rank', 'aku', 'jadi', 'lebih', 'percaya', 'diri']","['mood', 'bagus', ',', 'berhasil', 'push', 'rank', 'percaya']","mood bagus , berhasil push rank percaya",2
Weekend ini nonton youtube,neutral,Weekend ini nonton youtube,weekend ini nonton youtube,weekend ini nonton youtube,"['weekend', 'ini', 'nonton', 'youtube']","['weekend', 'nonton', 'youtube']",weekend nonton youtube,3
Barusan pas driver batal sepihak,angry,Barusan pas driver batal sepihak,barusan pas driver batal sepihak,barusan pas driver batal sepihak,"['barusan', 'pas', 'driver', 'batal', 'sepihak']","['barusan', 'pas', 'driver', 'batal']",barusan pas driver batal,0
"ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tau apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.",neutral,ingat mereka tetap akan menjadi orang baik mungkin saat kamu dibuat hancur oleh mereka mereka sedang tidak tau apa yang mereka perbuat tuhan saja selalu memberikan pengampunan untuk kita manusia masa kita sesama mamusia tidak bisa saling mengampuni,"ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tau apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.","ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tahu apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.","['ingat', 'mereka', 'tetap', 'akan', 'menjadi', 'orang', 'baik', '.', 'mungkin', 'saat', 'kamu', 'dibuat', 'hancur', 'oleh', 'mereka', ',', 'mereka', 'sedang', 'tidak', 'tahu', 'apa', 'yang', 'mereka', 'perbuat', '.', 'tuhan', 'saja', 'selalu', 'memberikan', 'pengampunan', 'untuk', 'kita', 'manusia', '.', 'masa', 'kita', 'sesama', 'mamusia', 'tidak', 'bisa', 'saling', 'mengampuni', '.']","['orang', '.', 'hancur', ',', 'perbuat', '.', 'tuhan', 'pengampunan', 'manusia', '.', 'mamusia', 'mengampuni', '.']","orang . hancur , perbuat . tuhan pengampunan manusia . mamusia mengampuni .",3
Sumpah ya karena pesanan datang salah aku jadi susah tenang,angry,Sumpah ya karena pesanan datang salah aku jadi susah tenang,sumpah ya karena pesanan datang salah aku jadi susah tenang,sumpah iya karena pesanan datang salah aku jadi susah tenang,"['sumpah', 'iya', 'karena', 'pesanan', 'datang', 'salah', 'aku', 'jadi', 'susah', 'tenang']","['sumpah', 'pesanan', 'salah', 'susah', 'tenang']",sumpah pesanan salah susah tenang,0
Sumpah ya laptop ngefreeze pas presentasi,angry,Sumpah ya laptop ngefreeze pas presentasi,sumpah ya laptop ngefreeze pas presentasi,sumpah iya laptop ngefreeze pas presentasi,"['sumpah', 'iya', 'laptop', 'ngefreeze', 'pas', 'presentasi']","['sumpah', 'laptop', 'ngefreeze', 'pas', 'presentasi']",sumpah laptop ngefreeze pas presentasi,0
Ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,happy,Ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,ga nyangka project selesai tepat waktu dan hariku jadi lebih enak,"['ga', 'nyangka', 'project', 'selesai', 'tepat', 'waktu', 'dan', 'hariku', 'jadi', 'lebih', 'enak']","['nyangka', 'project', 'selesai', 'hariku', 'enak']",nyangka project selesai hariku enak,2
"hi kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh",fear,hi kak mohon maaf terkait kendalanya terkait kendala tersebut untuk saat ini kami tidak dibekali informasi tersebut apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak terima kasih wh,"hi kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh","hai kak, mohon maaf terkait kendalanya. terkait kendala tersebut, untuk saat ini kami tidak dibekali informasi tersebut. apabila ada kendala lain jangan ragu untuk menghubungi kami iya kak. terima kasih ^wh","['hai', 'kak', ',', 'mohon', 'maaf', 'terkait', 'kendalanya', '.', 'terkait', 'kendala', 'tersebut', ',', 'untuk', 'saat', 'ini', 'kami', 'tidak', 'dibekali', 'informasi', 'tersebut', '.', 'apabila', 'ada', 'kendala', 'lain', 'jangan', 'ragu', 'untuk', 'menghubungi', 'kami', 'iya', 'kak', '.', 'terima', 'kasih', '^wh']","['hai', 'kak', ',', 'mohon', 'maaf', 'terkait', 'kendalanya', '.', 'terkait', 'kendala', ',', 'dibekali', 'informasi', '.', 'kendala', 'ragu', 'menghubungi', 'kak', '.', 'terima', 'kasih', '^wh']","hai kak , mohon maaf terkait kendalanya . terkait kendala , dibekali informasi . kendala ragu menghubungi kak . terima kasih ^wh",1
